BlockName,Category,Year,Month,Day,Crop,DistrictName,QueryType,Season,Sector,StateName,QueryText,KccAns,latitude,longitude
NAGGAR,Fruits,2024,6,20,Apple,KULLU,"Plant Protection",nan,HORTICULTURE,"HIMACHAL PRADESH","Information regarding control of European red mite ","             Propargite 42   Hexythiazox 2  EC    200      50    200       ",31.9579,77.1089
CHAUPAL,Fruits,2024,6,20,Apple,SHIMLA,"Plant Protection",nan,HORTICULTURE,"HIMACHAL PRADESH","Information regarding control of European red mite ","              Propargite 42   Hexythiazox 2  EC    200      50      2   200       ",31.1042,77.171
TISA,Fruits,2024,6,23,Apple,CHAMBA,"Plant Protection",nan,HORTICULTURE,"HIMACHAL PRADESH","Information regarding control of European red mite ","              Propargite 42   Hexythiazox 2  EC    200      50      2   200       ",32.6923,76.1632
CHAUHARA,Fruits,2024,6,24,Apple,SHIMLA,"Plant Protection",nan,HORTICULTURE,"HIMACHAL PRADESH","Information regarding control of European red mite ","              Propargite 42   Hexythiazox 2  EC    200      50      2   200       ",31.1042,77.171
NARKANDA,Fruits,2024,6,27,Apple,SHIMLA,"Plant Protection",nan,HORTICULTURE,"HIMACHAL PRADESH","Information regarding control of European red mite ","              Propargite 42   Hexythiazox 2  EC     200      50      2   200       ",31.1042,77.171
KARSOG,Fruits,2024,7,1,Apple,MANDI,"Plant Protection",nan,HORTICULTURE,"HIMACHAL PRADESH","Information regarding control of European red mite in apple ","              Propargite 42   Hexythiazox 2  EC    200        200    30  50     50      2   200       ",31.6517,77.0093
GOHAR,Fruits,2024,7,2,Apple,MANDI,"Plant Protection",nan,HORTICULTURE,"HIMACHAL PRADESH","Information regarding control of European red mite ","              Propargite 42   Hexythiazox 2  EC    200      50   60        2   200       ",31.6517,77.0093
NARKANDA,Fruits,2024,7,2,Apple,SHIMLA,"Plant Protection",nan,HORTICULTURE,"HIMACHAL PRADESH","Information regarding control of European red mite ","              Propargite 42   Hexythiazox 2  EC     200      50      2   200       ",31.1042,77.171
SERAJ,Fruits,2024,7,10,Apple,MANDI,"Plant Protection",nan,HORTICULTURE,"HIMACHAL PRADESH","Information regarding control of European red mite ","              Propargite 42   Hexythiazox 2  EC    200      50      2   200       ",31.6517,77.0093
THEOG,Fruits,2024,7,13,Apple,SHIMLA,"Plant Protection",nan,HORTICULTURE,"HIMACHAL PRADESH","Information regarding control of European red mite ","              Propargite 42   Hexythiazox 2  EC    200      50   200       ",31.1042,77.171
ANNI,Fruits,2024,7,15,Apple,KULLU,"Plant Protection",nan,HORTICULTURE,"HIMACHAL PRADESH","Information regarding control of European red mite ","              Propargite 42   Hexythiazox 2  EC    200      50    200       ",31.9579,77.1089
KARSOG,Fruits,2024,7,15,Apple,MANDI,"Plant Protection",nan,HORTICULTURE,"HIMACHAL PRADESH","Information regarding control of European red mite ","              Propargite 42   Hexythiazox 2  EC    200      50      2   200       ",31.6517,77.0093
CHAUHARA,Fruits,2024,7,16,Apple,SHIMLA,"Plant Protection",nan,HORTICULTURE,"HIMACHAL PRADESH","Information regarding control of European red mite  in apple ","              Propargite 42   Hexythiazox 2  EC     200      50   200       ",31.1042,77.171
NICHAR,Fruits,2024,7,17,Apple,KINNAUR,"Plant Protection",nan,HORTICULTURE,"HIMACHAL PRADESH","Information regarding control of European red mite at walnut size in apple","              Propargite 42   Hexythiazox 2  EC    200      50      2   200       ",31.593,78.3281
CHAUPAL,Fruits,2024,7,19,Apple,SHIMLA,"Plant Protection",nan,HORTICULTURE,"HIMACHAL PRADESH","Information regarding control of European red mite in apple","              Propargite 42   Hexythiazox 2  EC    200      50    200       ",31.1042,77.171
ANNI,Fruits,2024,7,21,Apple,KULLU,"Plant Protection",nan,HORTICULTURE,"HIMACHAL PRADESH","Information regarding control of European red mite ","              Propargite 42   Hexythiazox 2  EC    200      50      2   200       ",31.9579,77.1089
ROHRU,Fruits,2024,7,21,Apple,SHIMLA,"Plant Protection",nan,HORTICULTURE,"HIMACHAL PRADESH","Information regarding control of European red mite ","              Propargite 42   Hexythiazox 2  EC    200      50 ml   30 Kunoichi 50 ml  200       ",31.1042,77.171
ROHRU,Fruits,2024,7,21,Apple,SHIMLA,"Plant Protection",nan,HORTICULTURE,"HIMACHAL PRADESH","Information regarding control of European red mite ","              Propargite 42   Hexythiazox 2  EC    200     200       ",31.1042,77.171
POOH,Fruits,2024,7,22,Apple,KINNAUR,"Plant Protection",nan,HORTICULTURE,"HIMACHAL PRADESH","Information regarding control of European red mite ","              Propargite 42   Hexythiazox 2  EC    200      50    200       ",31.593,78.3281
ANNI,Fruits,2024,7,27,Apple,KULLU,"Plant Protection",nan,HORTICULTURE,"HIMACHAL PRADESH","Information regarding control of European red mite  in apple ","              Propargite 42   Hexythiazox 2  EC     200      50   200       ",31.9579,77.1089
CHAUPAL,Fruits,2024,8,1,Apple,SHIMLA,"Plant Protection",nan,HORTICULTURE,"HIMACHAL PRADESH","Information regarding control of European red mite in apple ","             Propargite 42   Hexythiazox 2  EC     200      50    30  50     60   200       ",31.1042,77.171
THEOG,Fruits,2024,8,1,Apple,SHIMLA,"Plant Protection",nan,HORTICULTURE,"HIMACHAL PRADESH","Information regarding control of European red mite in apple ","              Propargite 42   Hexythiazox 2  EC    200      50    200       ",31.1042,77.171
SERAJ,Fruits,2024,8,4,Apple,MANDI,"Plant Protection",nan,HORTICULTURE,"HIMACHAL PRADESH","Information regarding control of European red mite ","              Propargite 42   Hexythiazox 2  EC    200      50      2   200       ",31.6517,77.0093
DACHNIPORA,Fruits,2024,8,10,Apple,ANANTNAG,"Plant Protection",nan,HORTICULTURE,"JAMMU AND KASHMIR","Farmer asked a query regarding Spider Mites and European Red mites problem in apple orchard","It is advised to farmer spray miticide Propargite 42  Hexythiazox 2 EC 100 ml100 liter of water to control the spider mites and European red mites problem in an apple orchard",33.7461,75.1854
KALPA,Fruits,2024,8,17,Apple,KINNAUR,"Plant Protection",nan,HORTICULTURE,"HIMACHAL PRADESH","Information regarding control of European red mite ","              Propargite 42   Hexythiazox 2  EC    200      50      2   200       ",31.593,78.3281
ANNI,Fruits,2024,8,16,Apple,KULLU,"Plant Protection",nan,HORTICULTURE,"HIMACHAL PRADESH","Information regarding control of European red mite ","              Propargite 42   Hexythiazox 2  EC    200      50      2   200       ",31.9579,77.1089
NARKANDA,Fruits,2024,10,23,Apple,SHIMLA,"Plant Protection",nan,HORTICULTURE,"HIMACHAL PRADESH","Information regarding control of European red mite ","              Propargite 42   Hexythiazox 2  EC    200      50      2   200       ",31.1042,77.171
NARKANDA,Fruits,2024,10,26,Apple,SHIMLA,"Plant Protection",nan,HORTICULTURE,"HIMACHAL PRADESH","Information regarding control of European red mite ","              Propargite 42   Hexythiazox 2  EC    200      50      2   200       ",31.1042,77.171
